"ID","Dissolved.oxygen.Mean","Light.bottom.Mean","Nitrate.Mean","Phosphate.Mean"
4533,300.293976,0,2.810554,0.266607
4534,300.293976,0,2.810554,0.266607
4535,299.846405,0,2.780349,0.261677
4536,300.228973,0,2.88616,0.272503
4537,300.228973,0,2.88616,0.272503
4538,300.228973,0,2.88616,0.272503
4539,300.228973,0,2.88616,0.272503
4540,300.228973,0,2.88616,0.272503
4541,300.228973,0,2.88616,0.272503
4542,300.228973,0,2.88616,0.272503
4543,300.228973,0,2.88616,0.272503
4544,300.228973,0,2.88616,0.272503
4545,300.228973,0,2.88616,0.272503
4546,300.228973,0,2.88616,0.272503
4547,300.228973,0,2.88616,0.272503
4548,300.228973,0,2.88616,0.272503
4549,300.228973,0,2.88616,0.272503
4550,300.228973,0,2.88616,0.272503
4551,300.228973,0,2.88616,0.272503
4552,300.228973,0,2.88616,0.272503
4553,300.237152,0,2.843165,0.268851
4554,300.237152,0,2.843165,0.268851
4555,300.237152,0,2.843165,0.268851
4556,300.237152,0,2.843165,0.268851
4557,300.237152,0,2.843165,0.268851
4558,300.237152,0,2.843165,0.268851
4559,300.237152,0,2.843165,0.268851
4560,300.237152,0,2.843165,0.268851
4561,300.237152,0,2.843165,0.268851
4562,300.237152,0,2.843165,0.268851
4563,300.237152,0,2.843165,0.268851
4564,300.237152,0,2.843165,0.268851
4565,300.237152,0,2.843165,0.268851
4566,300.237152,0,2.843165,0.268851
4567,300.237152,0,2.843165,0.268851
4568,300.237152,0,2.843165,0.268851
4569,300.237152,0,2.843165,0.268851
4570,300.237152,0,2.843165,0.268851
4571,300.237152,0,2.843165,0.268851
4572,300.237152,0,2.843165,0.268851
4573,300.237152,0,2.843165,0.268851
4574,300.237152,0,2.843165,0.268851
4575,300.237152,0,2.843165,0.268851
4576,300.26709,0,2.856961,0.270459
4577,300.26709,0,2.856961,0.270459
4578,300.26709,0,2.856961,0.270459
4579,300.26709,0,2.856961,0.270459
4580,300.26709,0,2.856961,0.270459
4581,300.26709,0,2.856961,0.270459
4582,300.26709,0,2.856961,0.270459
4583,300.26709,0,2.856961,0.270459
4584,300.26709,0,2.856961,0.270459
4585,300.26709,0,2.856961,0.270459
4586,300.26709,0,2.856961,0.270459
4587,300.26709,0,2.856961,0.270459
4588,300.26709,0,2.856961,0.270459
4589,300.26709,0,2.856961,0.270459
4590,300.26709,0,2.856961,0.270459
4591,300.26709,0,2.856961,0.270459
4592,300.26709,0,2.856961,0.270459
4593,300.26709,0,2.856961,0.270459
4594,300.26709,0,2.856961,0.270459
4595,300.26709,0,2.856961,0.270459
4596,300.26709,0,2.856961,0.270459
4597,300.26709,0,2.856961,0.270459
4598,300.26709,0,2.856961,0.270459
4599,300.26709,0,2.856961,0.270459
4600,300.26709,0,2.856961,0.270459
4601,300.26709,0,2.856961,0.270459
4602,300.26709,0,2.856961,0.270459
4603,300.26709,0,2.856961,0.270459
4604,300.26709,0,2.856961,0.270459
4605,300.26709,0,2.856961,0.270459
4606,300.26709,0,2.856961,0.270459
4607,300.26709,0,2.856961,0.270459
4608,300.26709,0,2.856961,0.270459
4609,300.26709,0,2.856961,0.270459
4610,300.26709,0,2.856961,0.270459
4611,300.26709,0,2.856961,0.270459
4612,300.26709,0,2.856961,0.270459
4613,300.26709,0,2.856961,0.270459
4614,300.26709,0,2.856961,0.270459
4615,300.26709,0,2.856961,0.270459
4616,300.26709,0,2.856961,0.270459
4617,300.26709,0,2.856961,0.270459
4618,300.26709,0,2.856961,0.270459
4619,300.26709,0,2.856961,0.270459
4620,300.26709,0,2.856961,0.270459
4621,300.26709,0,2.856961,0.270459
4622,300.26709,0,2.856961,0.270459
4623,300.26709,0,2.856961,0.270459
4624,300.26709,0,2.856961,0.270459
4625,300.26709,0,2.856961,0.270459
4626,300.26709,0,2.856961,0.270459
4627,300.26709,0,2.856961,0.270459
4628,300.26709,0,2.856961,0.270459
4629,300.26709,0,2.856961,0.270459
4630,300.26709,0,2.856961,0.270459
4631,300.26709,0,2.856961,0.270459
4632,300.26709,0,2.856961,0.270459
4633,300.26709,0,2.856961,0.270459
4634,300.26709,0,2.856961,0.270459
4635,300.26709,0,2.856961,0.270459
4636,300.26709,0,2.856961,0.270459
4637,300.26709,0,2.856961,0.270459
4638,300.26709,0,2.856961,0.270459
4639,300.26709,0,2.856961,0.270459
4640,300.26709,0,2.856961,0.270459
4641,300.26709,0,2.856961,0.270459
4642,300.26709,0,2.856961,0.270459
4643,300.26709,0,2.856961,0.270459
4644,300.26709,0,2.856961,0.270459
4645,300.26709,0,2.856961,0.270459
4646,300.26709,0,2.856961,0.270459
4647,300.26709,0,2.856961,0.270459
4648,300.26709,0,2.856961,0.270459
4649,300.26709,0,2.856961,0.270459
4650,300.26709,0,2.856961,0.270459
4651,300.26709,0,2.856961,0.270459
4652,300.26709,0,2.856961,0.270459
4653,300.26709,0,2.856961,0.270459
4654,300.26709,0,2.856961,0.270459
4655,300.26709,0,2.856961,0.270459
4656,300.26709,0,2.856961,0.270459
4657,300.26709,0,2.856961,0.270459
4658,300.26709,0,2.856961,0.270459
4659,300.26709,0,2.856961,0.270459
4660,300.26709,0,2.856961,0.270459
4661,300.26709,0,2.856961,0.270459
4662,300.26709,0,2.856961,0.270459
4663,300.26709,0,2.856961,0.270459
4664,300.26709,0,2.856961,0.270459
4665,300.26709,0,2.856961,0.270459
4666,300.26709,0,2.856961,0.270459
4667,300.26709,0,2.856961,0.270459
4668,300.26709,0,2.856961,0.270459
4669,300.26709,0,2.856961,0.270459
4670,300.26709,0,2.856961,0.270459
4671,300.26709,0,2.856961,0.270459
4672,300.26709,0,2.856961,0.270459
4673,300.26709,0,2.856961,0.270459
4674,300.26709,0,2.856961,0.270459
4675,300.26709,0,2.856961,0.270459
4676,300.26709,0,2.856961,0.270459
4677,300.26709,0,2.856961,0.270459
4678,300.26709,0,2.856961,0.270459
4679,300.26709,0,2.856961,0.270459
4680,300.26709,0,2.856961,0.270459
4681,300.26709,0,2.856961,0.270459
4682,300.26709,0,2.856961,0.270459
4683,300.26709,0,2.856961,0.270459
4684,300.26709,0,2.856961,0.270459
4685,300.26709,0,2.856961,0.270459
4686,300.26709,0,2.856961,0.270459
4687,300.26709,0,2.856961,0.270459
4688,300.26709,0,2.856961,0.270459
4689,300.26709,0,2.856961,0.270459
4690,300.26709,0,2.856961,0.270459
4691,300.26709,0,2.856961,0.270459
4692,300.26709,0,2.856961,0.270459
4693,300.26709,0,2.856961,0.270459
4694,300.26709,0,2.856961,0.270459
4695,300.26709,0,2.856961,0.270459
4696,300.26709,0,2.856961,0.270459
4697,300.26709,0,2.856961,0.270459
4698,300.237152,0,2.843165,0.268851
4699,300.237152,0,2.843165,0.268851
4700,300.237152,0,2.843165,0.268851
4701,300.237152,0,2.843165,0.268851
4702,300.237152,0,2.843165,0.268851
4703,300.237152,0,2.843165,0.268851
4704,300.237152,0,2.843165,0.268851
4705,299.740021,0.313524,2.62338,0.249308
4706,299.740021,0.313524,2.62338,0.249308
4707,299.740021,0.313524,2.62338,0.249308
4708,299.740021,0.313524,2.62338,0.249308
4709,299.740021,0.313524,2.62338,0.249308
4710,299.740021,0.313524,2.62338,0.249308
4711,299.740021,0.313524,2.62338,0.249308
4712,299.740021,0.313524,2.62338,0.249308
4713,299.740021,0.313524,2.62338,0.249308
4714,299.740021,0.313524,2.62338,0.249308
4715,299.740021,0.313524,2.62338,0.249308
4716,299.740021,0.313524,2.62338,0.249308
4717,299.740021,0.313524,2.62338,0.249308
4718,299.740021,0.313524,2.62338,0.249308
4719,299.740021,0.313524,2.62338,0.249308
4720,299.740021,0.313524,2.62338,0.249308
4721,299.740021,0.313524,2.62338,0.249308
4722,299.740021,0.313524,2.62338,0.249308
4723,299.740021,0.313524,2.62338,0.249308
4724,299.740021,0.313524,2.62338,0.249308
4725,299.740021,0.313524,2.62338,0.249308
4726,299.740021,0.313524,2.62338,0.249308
4727,299.740021,0.313524,2.62338,0.249308
4728,299.740021,0.313524,2.62338,0.249308
4729,299.740021,0.313524,2.62338,0.249308
4730,299.740021,0.313524,2.62338,0.249308
4731,299.740021,0.313524,2.62338,0.249308
4732,299.740021,0.313524,2.62338,0.249308
4733,299.740021,0.313524,2.62338,0.249308
4734,299.740021,0.313524,2.62338,0.249308
4735,299.740021,0.313524,2.62338,0.249308
4736,299.740021,0.313524,2.62338,0.249308
4737,299.740021,0.313524,2.62338,0.249308
4738,299.740021,0.313524,2.62338,0.249308
4739,299.740021,0.313524,2.62338,0.249308
4740,299.740021,0.313524,2.62338,0.249308
4741,299.740021,0.313524,2.62338,0.249308
4742,299.740021,0.313524,2.62338,0.249308
4743,299.740021,0.313524,2.62338,0.249308
4744,299.740021,0.313524,2.62338,0.249308
4745,299.740021,0.313524,2.62338,0.249308
4746,299.740021,0.313524,2.62338,0.249308
4747,299.740021,0.313524,2.62338,0.249308
4748,299.740021,0.313524,2.62338,0.249308
4749,299.740021,0.313524,2.62338,0.249308
4750,299.740021,0.313524,2.62338,0.249308
4751,299.740021,0.313524,2.62338,0.249308
4752,299.740021,0.313524,2.62338,0.249308
4753,299.740021,0.313524,2.62338,0.249308
4754,299.740021,0.313524,2.62338,0.249308
4755,299.740021,0.313524,2.62338,0.249308
4756,299.740021,0.313524,2.62338,0.249308
4757,299.740021,0.313524,2.62338,0.249308
4758,299.740021,0.313524,2.62338,0.249308
4759,299.740021,0.313524,2.62338,0.249308
4760,299.740021,0.313524,2.62338,0.249308
4761,299.740021,0.313524,2.62338,0.249308
4762,299.740021,0.313524,2.62338,0.249308
4763,299.740021,0.313524,2.62338,0.249308
4764,299.740021,0.313524,2.62338,0.249308
4765,299.740021,0.313524,2.62338,0.249308
4766,299.740021,0.313524,2.62338,0.249308
4767,299.740021,0.313524,2.62338,0.249308
4768,299.740021,0.313524,2.62338,0.249308
4769,299.740021,0.313524,2.62338,0.249308
4770,299.740021,0.313524,2.62338,0.249308
4771,299.740021,0.313524,2.62338,0.249308
4772,299.740021,0.313524,2.62338,0.249308
4773,299.740021,0.313524,2.62338,0.249308
4774,299.740021,0.313524,2.62338,0.249308
4775,299.740021,0.313524,2.62338,0.249308
4776,299.740021,0.313524,2.62338,0.249308
4777,299.740021,0.313524,2.62338,0.249308
4778,299.740021,0.313524,2.62338,0.249308
4779,299.740021,0.313524,2.62338,0.249308
4780,299.740021,0.313524,2.62338,0.249308
4781,299.740021,0.313524,2.62338,0.249308
4782,299.740021,0.313524,2.62338,0.249308
4783,299.740021,0.313524,2.62338,0.249308
4784,299.740021,0.313524,2.62338,0.249308
4785,299.740021,0.313524,2.62338,0.249308
4786,299.740021,0.313524,2.62338,0.249308
4787,299.740021,0.313524,2.62338,0.249308
4788,299.740021,0.313524,2.62338,0.249308
4789,299.740021,0.313524,2.62338,0.249308
4790,299.740021,0.313524,2.62338,0.249308
4791,299.740021,0.313524,2.62338,0.249308
4792,299.740021,0.313524,2.62338,0.249308
4793,299.740021,0.313524,2.62338,0.249308
4794,299.740021,0.313524,2.62338,0.249308
4795,299.740021,0.313524,2.62338,0.249308
4796,299.740021,0.313524,2.62338,0.249308
4797,299.740021,0.313524,2.62338,0.249308
4798,299.740021,0.313524,2.62338,0.249308
4799,299.740021,0.313524,2.62338,0.249308
4800,299.740021,0.313524,2.62338,0.249308
4801,299.740021,0.313524,2.62338,0.249308
4802,299.740021,0.313524,2.62338,0.249308
4803,299.740021,0.313524,2.62338,0.249308
4804,299.740021,0.313524,2.62338,0.249308
4805,299.740021,0.313524,2.62338,0.249308
4806,299.740021,0.313524,2.62338,0.249308
4807,299.740021,0.313524,2.62338,0.249308
4808,299.740021,0.313524,2.62338,0.249308
4809,299.740021,0.313524,2.62338,0.249308
4810,299.740021,0.313524,2.62338,0.249308
4811,299.740021,0.313524,2.62338,0.249308
4812,299.740021,0.313524,2.62338,0.249308
4813,299.740021,0.313524,2.62338,0.249308
4814,299.899811,0,2.860045,0.268887
4815,299.899811,0,2.860045,0.268887
4816,299.899811,0,2.860045,0.268887
4817,299.899811,0,2.860045,0.268887
4818,299.899811,0,2.860045,0.268887
4819,299.899811,0,2.860045,0.268887
4820,299.899811,0,2.860045,0.268887
4821,299.899811,0,2.860045,0.268887
4822,299.899811,0,2.860045,0.268887
4823,299.899811,0,2.860045,0.268887
4824,299.899811,0,2.860045,0.268887
4825,299.899811,0,2.860045,0.268887
4826,299.899811,0,2.860045,0.268887
4827,299.899811,0,2.860045,0.268887
4828,299.899811,0,2.860045,0.268887
4829,299.899811,0,2.860045,0.268887
4830,299.899811,0,2.860045,0.268887
4831,299.899811,0,2.860045,0.268887
4832,299.899811,0,2.860045,0.268887
4833,299.899811,0,2.860045,0.268887
4834,299.899811,0,2.860045,0.268887
4835,299.899811,0,2.860045,0.268887
4836,299.899811,0,2.860045,0.268887
4837,299.899811,0,2.860045,0.268887
4838,299.899811,0,2.860045,0.268887
4839,299.899811,0,2.860045,0.268887
4840,299.899811,0,2.860045,0.268887
4841,299.899811,0,2.860045,0.268887
4842,299.899811,0,2.860045,0.268887
4843,299.899811,0,2.860045,0.268887
4844,299.899811,0,2.860045,0.268887
4845,299.899811,0,2.860045,0.268887
4846,299.899811,0,2.860045,0.268887
4847,299.899811,0,2.860045,0.268887
4848,299.899811,0,2.860045,0.268887
4849,299.899811,0,2.860045,0.268887
4850,299.899811,0,2.860045,0.268887
4851,299.899811,0,2.860045,0.268887
4852,299.899811,0,2.860045,0.268887
4853,299.899811,0,2.860045,0.268887
4854,299.899811,0,2.860045,0.268887
4855,299.899811,0,2.860045,0.268887
4856,299.899811,0,2.860045,0.268887
4857,299.899811,0,2.860045,0.268887
4858,299.899811,0,2.860045,0.268887
4859,299.899811,0,2.860045,0.268887
4860,299.899811,0,2.860045,0.268887
4861,299.899811,0,2.860045,0.268887
4862,299.899811,0,2.860045,0.268887
4863,299.899811,0,2.860045,0.268887
4864,299.899811,0,2.860045,0.268887
4865,299.899811,0,2.860045,0.268887
4866,299.899811,0,2.860045,0.268887
4867,299.899811,0,2.860045,0.268887
4868,299.899811,0,2.860045,0.268887
4869,299.899811,0,2.860045,0.268887
4870,299.899811,0,2.860045,0.268887
4871,299.899811,0,2.860045,0.268887
4872,299.899811,0,2.860045,0.268887
4873,299.899811,0,2.860045,0.268887
4874,299.899811,0,2.860045,0.268887
4875,299.899811,0,2.860045,0.268887
4876,299.899811,0,2.860045,0.268887
4877,299.899811,0,2.860045,0.268887
4878,299.899811,0,2.860045,0.268887
4879,299.899811,0,2.860045,0.268887
4880,299.899811,0,2.860045,0.268887
4881,299.899811,0,2.860045,0.268887
4882,299.899811,0,2.860045,0.268887
4883,296.016754,0,1.546657,0.18681
4884,296.016754,0,1.546657,0.18681
4885,295.428772,0,1.566321,0.189759
4886,294.962769,0,1.576102,0.191544
4887,294.962769,0,1.576102,0.191544
4888,294.962769,0,1.576102,0.191544
4889,294.962769,0,1.576102,0.191544
4890,294.962769,0,1.576102,0.191544
4891,294.962769,0,1.576102,0.191544
4892,294.962769,0,1.576102,0.191544
4893,294.962769,0,1.576102,0.191544
4894,294.962769,0,1.576102,0.191544
4895,294.962769,0,1.576102,0.191544
4896,294.962769,0,1.576102,0.191544
4897,294.962769,0,1.576102,0.191544
4898,294.962769,0,1.576102,0.191544
4899,295.191345,0,1.572092,0.190677
4900,295.191345,0,1.572092,0.190677
4901,295.191345,0,1.572092,0.190677
4902,295.191345,0,1.572092,0.190677
4903,295.191345,0,1.572092,0.190677
4904,295.191345,0,1.572092,0.190677
4905,294.962769,0,1.576102,0.191544
4906,294.962769,0,1.576102,0.191544
4907,294.962769,0,1.576102,0.191544
4908,294.962769,0,1.576102,0.191544
4909,295.191345,0,1.572092,0.190677
4910,295.191345,0,1.572092,0.190677
4911,295.191345,0,1.572092,0.190677
4912,295.191345,0,1.572092,0.190677
4913,295.191345,0,1.572092,0.190677
4914,295.191345,0,1.572092,0.190677
4915,295.191345,0,1.572092,0.190677
4916,295.191345,0,1.572092,0.190677
4917,294.611816,0,1.600467,0.193786
4918,294.611816,0,1.600467,0.193786
4919,294.611816,0,1.600467,0.193786
4920,294.611816,0,1.600467,0.193786
4921,294.611816,0,1.600467,0.193786
4922,294.611816,0,1.600467,0.193786
4923,294.611816,0,1.600467,0.193786
4924,294.611816,0,1.600467,0.193786
4925,294.611816,0,1.600467,0.193786
4926,294.611816,0,1.600467,0.193786
4927,294.611816,0,1.600467,0.193786
4928,294.611816,0,1.600467,0.193786
4929,294.611816,0,1.600467,0.193786
4930,294.611816,0,1.600467,0.193786
4931,294.611816,0,1.600467,0.193786
4932,294.611816,0,1.600467,0.193786
4933,294.611816,0,1.600467,0.193786
4934,294.611816,0,1.600467,0.193786
4935,294.611816,0,1.600467,0.193786
4936,294.611816,0,1.600467,0.193786
4937,294.611816,0,1.600467,0.193786
4938,294.611816,0,1.600467,0.193786
4939,294.447205,0,1.58061,0.192847
4940,294.447205,0,1.58061,0.192847
4941,294.447205,0,1.58061,0.192847
4942,294.447205,0,1.58061,0.192847
4943,294.447205,0,1.58061,0.192847
4944,294.447205,0,1.58061,0.192847
4945,294.447205,0,1.58061,0.192847
4946,294.447205,0,1.58061,0.192847
4947,294.447205,0,1.58061,0.192847
4948,294.637085,0,1.563984,0.19151
4949,294.637085,0,1.563984,0.19151
4950,294.637085,0,1.563984,0.19151
4951,294.637085,0,1.563984,0.19151
4952,294.637085,0,1.563984,0.19151
4953,294.637085,0,1.563984,0.19151
4954,294.637085,0,1.563984,0.19151
4955,294.879059,0,1.632022,0.195219
4956,295.054443,0.00039,1.611586,0.19367
4957,295.054443,0.00039,1.611586,0.19367
4958,295.125854,0,1.602687,0.192713
4959,295.125854,0,1.602687,0.192713
4960,295.125854,0,1.602687,0.192713
4961,295.125854,0,1.602687,0.192713
4962,294.291718,0,1.63147,0.196335
4963,294.291718,0,1.63147,0.196335
4964,294.291718,0,1.63147,0.196335
4965,294.291718,0,1.63147,0.196335
4966,294.291718,0,1.63147,0.196335
4967,294.291718,0,1.63147,0.196335
4968,294.65921,0,1.619441,0.194932
4969,294.291718,0,1.63147,0.196335
4970,294.291718,0,1.63147,0.196335
4971,294.291718,0,1.63147,0.196335
4972,294.291718,0,1.63147,0.196335
4973,294.291718,0,1.63147,0.196335
4974,294.291718,0,1.63147,0.196335
4975,294.809937,0,1.58207,0.192272
4976,294.809937,0,1.58207,0.192272
4977,294.809937,0,1.58207,0.192272
4978,294.809937,0,1.58207,0.192272
4979,294.809937,0,1.58207,0.192272
4980,294.809937,0,1.58207,0.192272
4981,294.130066,0,1.764579,0.201162
4982,294.130066,0,1.764579,0.201162
4983,294.130066,0,1.764579,0.201162
4984,294.130066,0,1.764579,0.201162
4985,294.130066,0,1.764579,0.201162
4986,294.130066,0,1.764579,0.201162
4987,294.17981,0,1.767549,0.201346
4988,294.17981,0,1.767549,0.201346
4989,294.17981,0,1.767549,0.201346
4990,294.17981,0,1.767549,0.201346
4991,294.130066,0,1.764579,0.201162
4992,294.130066,0,1.764579,0.201162
4993,294.130066,0,1.764579,0.201162
4994,294.130066,0,1.764579,0.201162
4995,293.54837,0,1.77134,0.201987
4996,293.54837,0,1.77134,0.201987
4997,293.54837,0,1.77134,0.201987
4998,293.54837,0,1.77134,0.201987
4999,293.258423,0,1.780987,0.20203
5000,293.258423,0,1.780987,0.20203
5001,293.258423,0,1.780987,0.20203
5002,293.258423,0,1.780987,0.20203
5003,293.258423,0,1.780987,0.20203
5004,293.54837,0,1.77134,0.201987
5005,293.54837,0,1.77134,0.201987
5006,296.186279,0,2.064793,0.218463
5007,296.186279,0,2.064793,0.218463
5008,296.186279,0,2.064793,0.218463
5009,296.186279,0,2.064793,0.218463
5010,296.186279,0,2.064793,0.218463
5011,296.181702,0,2.024379,0.215921
5012,296.186279,0,2.064793,0.218463
5013,296.582947,0,1.797055,0.19968
5014,296.582947,0,1.797055,0.19968
5015,296.582947,0,1.797055,0.19968
5016,296.582947,0,1.797055,0.19968
5017,296.582947,0,1.797055,0.19968
5018,296.582947,0,1.797055,0.19968
5019,296.582947,0,1.797055,0.19968
5020,296.582947,0,1.797055,0.19968
5021,296.582947,0,1.797055,0.19968
5022,296.582947,0,1.797055,0.19968
5023,296.538818,1e-06,1.760528,0.197235
5024,296.538818,1e-06,1.760528,0.197235
5025,296.538818,1e-06,1.760528,0.197235
5026,296.538818,1e-06,1.760528,0.197235
5027,296.538818,1e-06,1.760528,0.197235
5028,296.538818,1e-06,1.760528,0.197235
5029,296.538818,1e-06,1.760528,0.197235
5030,296.582947,0,1.797055,0.19968
5031,296.582947,0,1.797055,0.19968
5032,296.582947,0,1.797055,0.19968
5033,296.582947,0,1.797055,0.19968
5034,296.599731,0,1.718154,0.19456
5035,296.599731,0,1.718154,0.19456
5036,296.599731,0,1.718154,0.19456
5037,296.802582,0,1.663469,0.190614
5038,296.802582,0,1.663469,0.190614
5039,296.802582,0,1.663469,0.190614
5040,296.745483,0,1.637908,0.18946
5041,296.745483,0,1.637908,0.18946
5042,296.745483,0,1.637908,0.18946
5043,296.745483,0,1.637908,0.18946
5044,296.745483,0,1.637908,0.18946
5045,296.745483,0,1.637908,0.18946
5046,296.745483,0,1.637908,0.18946
5047,296.745483,0,1.637908,0.18946
5048,296.745483,0,1.637908,0.18946
5049,296.83139,0,1.598414,0.18683
5050,296.83139,0,1.598414,0.18683
5051,296.83139,0,1.598414,0.18683
5052,296.83139,0,1.598414,0.18683
5053,296.83139,0,1.598414,0.18683
5054,296.83139,0,1.598414,0.18683
5055,296.83139,0,1.598414,0.18683
5056,296.83139,0,1.598414,0.18683
5057,296.83139,0,1.598414,0.18683
5058,296.83139,0,1.598414,0.18683
5059,296.83139,0,1.598414,0.18683
5060,293.992432,0.196359,2.501975,0.25198
5061,293.875793,0,2.534997,0.254622
5062,293.875793,0,2.534997,0.254622
5063,293.875793,0,2.534997,0.254622
5064,293.875793,0,2.534997,0.254622
5065,293.875793,0,2.534997,0.254622
5066,293.875793,0,2.534997,0.254622
5067,293.875793,0,2.534997,0.254622
5068,293.875793,0,2.534997,0.254622
5069,294.372986,3e-05,2.474403,0.249561
5070,294.372986,3e-05,2.474403,0.249561
5071,294.372986,3e-05,2.474403,0.249561
5072,287.441406,0,1.852298,0.212502
5073,287.441406,0,1.852298,0.212502
5074,287.346039,0,1.865925,0.213909
5075,287.346039,0,1.865925,0.213909
5076,287.346039,0,1.865925,0.213909
5077,287.346039,0,1.865925,0.213909
5078,298.629425,0,0.84885,0.101586
5079,298.629425,0,0.84885,0.101586
5080,298.629425,0,0.84885,0.101586
5081,298.629425,0,0.84885,0.101586
5082,298.629425,0,0.84885,0.101586
5083,298.629425,0,0.84885,0.101586
5084,298.629425,0,0.84885,0.101586
5085,298.629425,0,0.84885,0.101586
5086,298.629425,0,0.84885,0.101586
5087,298.629425,0,0.84885,0.101586
5088,298.629425,0,0.84885,0.101586
5089,298.629425,0,0.84885,0.101586
5090,298.629425,0,0.84885,0.101586
5091,298.629425,0,0.84885,0.101586
5092,298.629425,0,0.84885,0.101586
5093,298.629425,0,0.84885,0.101586
5094,298.629425,0,0.84885,0.101586
5095,298.629425,0,0.84885,0.101586
5096,298.629425,0,0.84885,0.101586
5097,298.629425,0,0.84885,0.101586
5098,298.629425,0,0.84885,0.101586
5099,298.629425,0,0.84885,0.101586
5100,298.629425,0,0.84885,0.101586
5101,298.629425,0,0.84885,0.101586
5102,298.629425,0,0.84885,0.101586
5103,298.629425,0,0.84885,0.101586
5104,298.629425,0,0.84885,0.101586
5105,298.629425,0,0.84885,0.101586
5106,298.629425,0,0.84885,0.101586
5107,298.629425,0,0.84885,0.101586
5108,298.629425,0,0.84885,0.101586
5109,298.629425,0,0.84885,0.101586
5110,298.629425,0,0.84885,0.101586
5111,298.629425,0,0.84885,0.101586
5112,298.629425,0,0.84885,0.101586
5113,298.629425,0,0.84885,0.101586
5114,298.629425,0,0.84885,0.101586
5115,298.629425,0,0.84885,0.101586
5116,298.629425,0,0.84885,0.101586
5117,298.629425,0,0.84885,0.101586
5118,307.380646,0,0.954984,0.100228
5119,307.380646,0,0.954984,0.100228
5120,307.380646,0,0.954984,0.100228
5121,307.380646,0,0.954984,0.100228
5122,307.380646,0,0.954984,0.100228
5123,307.380646,0,0.954984,0.100228
5124,307.380646,0,0.954984,0.100228
5125,307.380646,0,0.954984,0.100228
5126,307.380646,0,0.954984,0.100228
5127,307.380646,0,0.954984,0.100228
5128,307.380646,0,0.954984,0.100228
5129,307.380646,0,0.954984,0.100228
5130,307.380646,0,0.954984,0.100228
5131,307.380646,0,0.954984,0.100228
5132,298.629425,0,0.84885,0.101586
5133,298.629425,0,0.84885,0.101586
5134,307.380646,0,0.954984,0.100228
5135,307.380646,0,0.954984,0.100228
5136,307.380646,0,0.954984,0.100228
5137,307.380646,0,0.954984,0.100228
5138,307.380646,0,0.954984,0.100228
5139,307.380646,0,0.954984,0.100228
5140,307.380646,0,0.954984,0.100228
5141,307.380646,0,0.954984,0.100228
5142,307.380646,0,0.954984,0.100228
5143,307.380646,0,0.954984,0.100228
5144,307.380646,0,0.954984,0.100228
5145,307.380646,0,0.954984,0.100228
5146,298.629425,0,0.84885,0.101586
5147,298.629425,0,0.84885,0.101586
5148,298.629425,0,0.84885,0.101586
5149,298.629425,0,0.84885,0.101586
5150,298.629425,0,0.84885,0.101586
5151,298.629425,0,0.84885,0.101586
5152,298.629425,0,0.84885,0.101586
5153,298.629425,0,0.84885,0.101586
5154,307.380646,0,0.954984,0.100228
5155,307.380646,0,0.954984,0.100228
5156,298.629425,0,0.84885,0.101586
5157,298.629425,0,0.84885,0.101586
5158,298.629425,0,0.84885,0.101586
5159,298.629425,0,0.84885,0.101586
5160,298.629425,0,0.84885,0.101586
5161,298.629425,0,0.84885,0.101586
5162,298.629425,0,0.84885,0.101586
5163,298.629425,0,0.84885,0.101586
5164,298.629425,0,0.84885,0.101586
5165,298.629425,0,0.84885,0.101586
5166,287.943054,0,1.920946,0.211331
5167,288.343658,0,1.912609,0.209745
5168,298.637726,0,0.874469,0.098724
5169,298.637726,0,0.874469,0.098724
5170,298.637726,0,0.874469,0.098724
5171,298.637726,0,0.874469,0.098724
5172,298.637726,0,0.874469,0.098724
5173,298.637726,0,0.874469,0.098724
5174,298.637726,0,0.874469,0.098724
5175,298.637726,0,0.874469,0.098724
5176,298.637726,0,0.874469,0.098724
5177,298.594849,0.000303,0.866748,0.098653
5178,299.287659,0,2.405848,0.242648
5179,299.287659,0,2.405848,0.242648
5180,299.287659,0,2.405848,0.242648
5181,299.15799,1.3e-05,2.418944,0.243236
5182,299.18457,0.000216,2.432429,0.243909
5183,299.18457,0.000216,2.432429,0.243909
5184,299.15799,1.3e-05,2.418944,0.243236
5185,299.18457,0.000216,2.432429,0.243909
5186,299.15799,1.3e-05,2.418944,0.243236
5187,299.15799,1.3e-05,2.418944,0.243236
5188,299.18457,0.000216,2.432429,0.243909
5189,299.18457,0.000216,2.432429,0.243909
5190,299.18457,0.000216,2.432429,0.243909
5191,299.18457,0.000216,2.432429,0.243909
5192,299.15799,1.3e-05,2.418944,0.243236
5193,299.15799,1.3e-05,2.418944,0.243236
5194,299.15799,1.3e-05,2.418944,0.243236
5195,299.15799,1.3e-05,2.418944,0.243236
5196,299.15799,1.3e-05,2.418944,0.243236
5197,299.15799,1.3e-05,2.418944,0.243236
5198,299.15799,1.3e-05,2.418944,0.243236
5199,299.15799,1.3e-05,2.418944,0.243236
5200,299.321472,1e-05,2.41093,0.240826
5201,299.321472,1e-05,2.41093,0.240826
5202,299.179443,4e-06,2.417697,0.242821
5203,299.179443,4e-06,2.417697,0.242821
5204,299.287659,0,2.405848,0.242648
5205,302.569031,26.657637,2.993825,0.278941
5206,302.569031,26.657637,2.993825,0.278941
